id,location,lon,lat
TEZ01M,Za Urzędem Gminy,22.8831273,50.5723875
TESK01A,Przy sklepie spożywczym,22.9303284,50.5545318
TEZ01BAPP,Market Dino,22.8819337,50.5944925
