id,location,lon,lat
WDA01M,Na parkingu marketu Tom-Kor,18.94165,51.43958
WDA01G,Po prawej stronie wjazdu na stację AGA,18.93655,51.43164
WDA01A,Przy markecie Sedal,18.93837,51.43652
