id,location,lon,lat
PSH04M,Market Dino,20.6311025,51.3542683
PSH02M,Przy parkingu,20.6224809,51.3597736
PSH01N,Przy sklepie Lewiatan,20.6316444,51.3568724
PSH03M,Przy myjni bezdotykowej,20.6377514,51.3591095
PSH05M,Na parkingu parku handlowego,20.6354654,51.357689
