id,location,lon,lat
SIS04A,Przy stacji paliw Moya,19.027867,50.2988908
SIS02A,Stacja paliw Moya,19.0226835,50.3131435
SIS01A,Przy sklepie Społem,19.0103734,50.3221164
SIS03N,Przy delikatesach Kubik,19.0020579,50.3161343
SIS09M,Przy sklepie Szyneczka,19.003488,50.3227708
SIS14M,Przy Dom Kultury Chemik,19.0088696,50.2999586
SIS07A,Przy sklepie Społem,18.9991366,50.3273925
