id,location,lon,lat
PZR01A,Przy sklepie Majster,22.4910015,50.0654047
PZR03M,Frontowa ściana Delikatesów Centrum,22.5011346,50.0513417
PZR04M,Na parkingu zakładu samochodowego,22.5034751,50.0571152
PZR05M,Przy sklpeie meblowym,22.5012888,50.0641952
PZR01M,Przy sklepie Aljan,22.4800694,50.0634927
PZR250,Przy sklepie spożywczym,22.4998051,50.0614956
PZR01N,Przy sklepie Delikatesy Centrum,22.4965957,50.0603002
PZR02M,Boczna ściana Delikatesów Centrum,22.4919414,50.0539866
PZR02BAPP,Przy sklepie,22.4904414,50.0510289
