id,location,lon,lat
GRC01N,Przy tylnej ścianie sklepu z używaną odzieżą,15.1912629,53.9154849
GRC02M,Na parkingu sklepu Kuba Meble,15.1921199,53.9142681
GRC01M,Market Dino,15.183179,53.9231784
GRC03M,Na parkingu sklepu Kaufland,15.1979269,53.9095147
GRC05M,Przy wjeździe na teren sklepu budowlanego,15.1862236,53.9136752
GRC08M,Market Dino,15.1990662,53.9203069
GRC07M,Na parkingu,15.2025395,53.9057174
GRC04M,Przy wjeździe na teren punktu usługowego,15.198498,53.9174143
