id,location,lon,lat
GOS04M,parking sklepu spożywczego,17.01004,51.89617
GOS04N,Przy wjeździe do hurtowni P.H.U. Polter,17.0138069,51.8736977
GOS94M,Market Dino,17.0144946,51.863791
GOS05N,teren myjni samochodowej,16.9915227,51.8788993
GOS02N,Przy sklepie Lewiatan,17.0083225,51.8735282
GOS01ML,Market Dino,17.0094341,51.8973826
GOT05M,na parkingu przy sklepie spożywczym,18.83845,50.10999
