id,location,lon,lat
GRM03M,Przy sklepie Carrefour,20.6361901,52.1056686
GRM01A,Stacja paliw Shell,20.6356389,52.1044021
GRM02N,Przy pizzerii,20.6443019,52.114559
GQD01M,przy remizie OSP,22.7353006,52.5834536
GRM12M,Przy przedszkolu,20.6211511,52.1087148
GRM04A,Na parkingu za sklepem,20.6422112,52.1001542
GRM13M,Myjnia bezdotykowa,20.6064565,52.0992781
GRM11M,Na prywatnej posesji od ulicy Różanej,20.6073245,52.1076246
GRM09M,Przy budynku Prokuratury Rejonowej w Grodzisku Mazowieckim,20.6229668,52.1110763
