id,location,lon,lat
PRN02N,Stacja paliw Moya,20.8678671,53.0194276
PRN03M,"Przed posesją, w płocie",20.8852216,53.0215376
PRN06M,"Przy sklepie samochodowym, po lewej stronie budynku",20.8849786,53.0144948
PRN04M,Przy szkole sztuk walki,20.9026139,53.0198223
