id,location,lon,lat
GYE01M,Przy sklepie Lewiatan,22.5794275,50.1265462
GRZ01M,Tylny parking sklepu GS nr 5 przy cmentarzu,21.8395839,50.6672704
GRZ01A,Przy Centrum Handlowym Boma,21.8413673,50.6578507
