id,location,lon,lat
LUK01A,Przy markecie Kaufland,22.3873219,51.9352767
LUK02N,Przy wejściu z boku budynku,22.3868564,51.9340128
LUK05N,Na stacji paliw Petrodom,22.3627745,51.9248916
LUK01W,Przy Myjni bezdotykowej,22.3439036,51.9242595
LUK01G,Stacja paliw Axan,22.3651523,51.9057017
LUK04M,Parking za sklepem,22.3758937,51.9341739
LUK04N,Za sklepem Toys World,22.3847493,51.9267493
