id,location,lon,lat
SER06M,LIDL,21.054624,52.4977068
SER05M,"Przy stacji Lotos, po prawej stronie budynku",21.0708623,52.5215447
SER01M,Przy siłowni,21.069555,52.5233615
SER01A,Przy sklepie ogrodniczo metalowym,21.0692776,52.5169297
SER03M,Przy Netto,21.0682442,52.5109211
