id,location,lon,lat
MUG01ZIH,W sklepie Żabka,16.9965793,52.5667618
MUG03M,Za sklepem spożywczym/apteką,17.0146243,52.5746675
MUG05M,Przy sklepie spożywczym,17.0182241,52.5825246
MUG04M,Na prywatnej posesji przy ul. Jeziornej,16.998968,52.575654
